date,BMO.TO,BNS.TO,CADUSD=X,CL=F,CM.TO,GC=F,NA.TO,RY.TO,TD.TO,XFN.TO,XIU.TO,ZEB.TO,^DJI,^GSPC,^GSPTSE,^IXIC,^VIX
2012-01-26,31.98337745666504,26.078542709350582,0.9956192374229432,99.6999969482422,18.788959503173828,1726.300048828125,21.16952896118164,30.23202133178711,21.85428810119629,13.799969673156738,11.799599647521973,9.953363418579102,12734.6298828125,1318.4300537109375,12464.2998046875,2805.280029296875,18.56999969482422
2012-01-27,31.758142471313477,25.870826721191406,0.9976056814193726,99.55999755859376,18.724063873291016,1731.800048828125,21.10268211364746,30.00836753845215,21.655010223388672,13.705890655517578,11.819430351257324,9.912715911865234,12660.4599609375,1316.3299560546875,12466.5,2816.550048828125,18.530000686645508
2012-01-30,31.573625564575195,25.697715759277344,0.9986019730567932,98.77999877929688,18.8438720703125,1731.0,21.01911735534668,30.065711975097656,21.742013931274418,13.693342208862305,11.766547203063965,9.877872467041016,12653.7197265625,1313.010009765625,12436.400390625,2811.93994140625,19.399999618530273
2012-01-31,31.63332748413086,25.485048294067383,0.9976056814193726,98.4800033569336,19.03358268737793,1737.800048828125,20.952260971069336,30.03130340576172,21.76447868347168,13.687067031860352,11.786378860473633,9.872066497802734,12632.91015625,1312.4100341796875,12452.2001953125,2813.840087890625,19.440000534057617
2012-02-01,31.910099029541016,25.63837432861328,0.9970288872718812,97.61000061035156,19.14592170715332,1747.0999755859375,21.161176681518555,30.553131103515625,21.882360458374023,13.82507038116455,11.839263916015623,9.959165573120115,12716.4599609375,1324.0899658203125,12517.7001953125,2848.27001953125,18.549999237060547
2012-02-02,31.709304809570312,25.41086769104004,1.0025062561035156,96.36000061035156,19.068531036376953,1756.800048828125,21.04975128173828,30.352436065673828,21.823415756225582,13.77488136291504,11.872315406799316,9.912715911865234,12705.41015625,1325.5400390625,12553.5,2859.679931640625,17.979999542236328
2012-02-03,31.882957458496097,25.54935836791992,1.0006003379821775,97.83999633789062,19.058549880981445,1737.9000244140625,21.163963317871097,30.581823348999023,22.126550674438477,13.894055366516112,11.90536117553711,9.96497631072998,12862.23046875,1344.9000244140625,12577.2998046875,2905.659912109375,17.100000381469727
2012-02-06,31.731014251708984,25.60869789123535,1.0065425634384155,96.91000366210938,19.07103157043457,1722.800048828125,21.18624687194824,30.662090301513672,22.16866683959961,13.894055366516112,11.87892723083496,9.982398986816406,12845.1298828125,1344.3299560546875,12559.900390625,2901.989990234375,17.760000228881836
2012-02-07,31.541086196899418,25.707609176635746,1.003814458847046,98.41000366210938,19.05605697631836,1746.4000244140625,21.11104202270508,30.72518539428711,22.126550674438477,13.90035343170166,11.832649230957031,9.976592063903809,12878.2001953125,1347.050048828125,12512.400390625,2904.080078125,17.649999618530273
2012-02-08,31.80156135559082,25.811479568481445,1.0049644708633425,98.70999908447266,19.220806121826172,1729.300048828125,21.211315155029297,30.925870895385746,22.19953727722168,13.956796646118164,11.852483749389648,10.023043632507324,12883.9501953125,1349.9599609375,12521.0,2915.860107421875,18.15999984741211
2012-02-09,31.812402725219727,25.89060401916504,1.0037137269973757,99.83999633789062,19.235780715942383,1739.0,21.280948638916016,30.891468048095703,22.21637725830078,13.937981605529783,11.806211471557615,10.03466510772705,12890.4599609375,1351.949951171875,12497.900390625,2927.22998046875,18.6299991607666
2012-02-10,31.55191993713379,25.870826721191406,1.0048232078552246,98.66999816894533,19.203332901000977,1723.300048828125,21.3199520111084,30.736648559570312,22.106910705566406,13.90035343170166,11.693830490112305,10.017247200012209,12801.23046875,1342.6400146484375,12389.400390625,2903.8798828125,20.790000915527344
2012-02-13,31.627885818481445,25.9499454498291,0.9998999834060668,100.91000366210938,19.168386459350582,1723.0,21.336658477783203,30.771053314208984,22.05358505249023,13.919167518615724,11.707050323486328,10.017247200012209,12874.0400390625,1351.77001953125,12398.7001953125,2931.389892578125,19.040000915527344
